entity	int
Q21622507	1793
Q1758777	1794
Q679952	1795
Q3290452	1796
Q51685	1797
Q49261	1798
Q4046340	1799
Q11299	1800
Q57055	1801
Q131327	1802
Q94209	1803
Q5303503	1804
Q2486971	1805
Q35339	1806
Q60526042	1807
Q247899	1808
Q18	1809
Q15	1810
Q54085113	1811
Q16197439	1812
Q4395066	1813
Q287171	1814
Q862148	1815
Q749702	1816
Q884	1817
Q6181926	1818
Q565237	1819
Q30323656	1820
Q432105	1821
Q909592	1822
Q542146	1823
Q11266	1824
Q317309	1825
Q6116248	1826
Q213959	1827
Q323414	1828
Q758077	1829
Q7920374	1830
Q4587533	1831
Q817877	1832
Q19844712	1833
Q132893	1834
Q5643122	1835
Q460336	1836
Q3139426	1837
Q318047	1838
Q4672718	1839
Q2450542	1840
Q2432362	1841
Q423	1842
Q495501	1843
Q56226	1844
Q1187258	1845
Q380900	1846
Q708639	1847
Q9589	1848
Q43034714	1849
Q18648942	1850
Q18719509	1851
Q1475020	1852
Q14708228	1853
Q7566604	1854
Q574192	1855
Q1054671	1856
Q502273	1857
Q53268	1858
Q1221	1859
Q35775	1860
Q2614593	1861
Q193701	1862
Q81931	1863
Q850823	1864
Q735015	1865
Q1655894	1866
Q33190271	1867
Q675716	1868
Q278064	1869
Q30637034	1870
Q864007	1871
Q55241	1872
Q16973497	1873
Q49241	1874
Q629973	1875
Q3294002	1876
Q214477	1877
Q54829190	1878
Q471728	1879
Q6661	1880
Q172241	1881
Q95048	1882
Q12131	1883
Q388858	1884
Q172	1885
Q244457	1886
Q6184897	1887
Q1689380	1888
Q101362	1889
Q19921046	1890
Q24006188	1891
Q193020	1892
Q16338	1893
Q1860	1894
Q6037968	1895
Q169452	1896
Q6952720	1897
Q25395	1898
Q7520267	1899
Q426435	1900
Q698125	1901
Q5027742	1902
Q3109600	1903
Q7530412	1904
Q224164	1905
Q345431	1906
Q522171	1907
Q2954009	1908
Q7130852	1909
Q6081679	1910
Q5428664	1911
Q214844	1912
Q3651349	1913
Q172435	1914
Q6825147	1915
Q160120	1916
Q42804470	1917
Q23020745	1918
Q3090307	1919
Q439729	1920
Q327591	1921
Q324546	1922
Q59656031	1923
Q19953601	1924
Q30015089	1925
Q15726790	1926
Q38280	1927
Q6211194	1928
Q1097511	1929
Q27916465	1930
Q4910371	1931
Q17108212	1932
Q47430	1933
Q9353989	1934
Q3515563	1935
Q686822	1936
Q308439	1937
Q20011584	1938
Q61750798	1939
Q6194406	1940
Q19995004	1941
Q54958376	1942
Q7784997	1943
Q204494	1944
Q486633	1945
Q461063	1946
Q4886439	1947
Q43708	1948
Q982550	1949
Q592524	1950
Q1808977	1951
Q355217	1952
Q52985750	1953
Q293534	1954
Q222137	1955
Q10507017	1956
Q3531327	1957
Q16840152	1958
Q1754965	1959
Q48834885	1960
Q188955	1961
Q356487	1962
Q189	1963
Q630866	1964
Q7605242	1965
Q2750084	1966
Q15031	1967
Q1580173	1968
Q27823	1969
Q311135	1970
Q1632294	1971
Q1363321	1972
Q25384648	1973
Q209518	1974
Q1035067	1975
Q205973	1976
Q5472399	1977
Q1618101	1978
Q973577	1979
Q1421504	1980
Q1428742	1981
Q5111202	1982
Q44857	1983
Q7319160	1984
Q867160	1985
Q974693	1986
Q1455718	1987
Q1250997	1988
Q27662581	1989
Q29	1990
Q11085	1991
Q298838	1992
Q2964885	1993
Q186447	1994
Q321	1995
Q2513	1996
Q3024788	1997
Q56276678	1998
Q490	1999
Q3338995	2000
Q1212	2001
Q579677	2002
Q1141363	2003
Q579968	2004
Q5600444	2005
Q30873	2006
Q110426	2007
Q1570280	2008
Q5219394	2009
Q12714887	2010
Q106010	2011
Q280658	2012
Q6988097	2013
Q15877245	2014
Q18921689	2015
Q48791055	2016
Q194280	2017
Q48988781	2018
Q189511	2019
Q618352	2020
Q494624	2021
Q721455	2022
Q671458	2023
Q927485	2024
Q608201	2025
Q1060917	2026
Q29007106	2027
Q782654	2028
Q5329316	2029
Q3062997	2030
Q6339344	2031
Q5464848	2032
Q587064	2033
Q235065	2034
Q875749	2035
Q169637	2036
Q132880	2037
Q8991894	2038
Q26676	2039
Q731804	2040
Q4786755	2041
Q20826736	2042
Q19873404	2043
Q12567	2044
Q1049511	2045
Q1023330	2046
Q3246603	2047
Q3154526	2048
Q485708	2049
Q19667998	2050
Q6930351	2051
Q544553	2052
Q668	2053
Q27989030	2054
Q2415936	2055
Q8436	2056
Q19610114	2057
Q1316	2058
Q37643	2059
Q7426870	2060
Q2553262	2061
Q6364821	2062
Q658402	2063
Q16562	2064
Q4743932	2065
Q254979	2066
Q5095804	2067
Q7988157	2068
Q7986183	2069
Q5038606	2070
Q2445317	2071
Q3088996	2072
Q9081	2073
Q506796	2074
Q810	2075
Q20165	2076
Q35996	2077
Q196627	2078
Q4874596	2079
Q24313	2080
Q4947980	2081
Q432473	2082
Q136678	2083
Q275837	2084
Q14950697	2085
Q623333	2086
Q6437123	2087
Q339724	2088
Q3339804	2089
Q202729	2090
Q26318	2091
Q335552	2092
Q190631	2093
Q157173	2094
Q2944229	2095
Q3478614	2096
Q3613060	2097
Q55310149	2098
Q1130285	2099
Q130585	2100
Q215757	2101
Q43259	2102
Q6847638	2103
Q7270549	2104
Q18564189	2105
Q523630	2106
Q21572825	2107
Q28001414	2108
Q1519812	2109
Q23091361	2110
Q3567445	2111
Q1340186	2112
Q350459	2113
Q131758	2114
Q17016489	2115
Q6555311	2116
Q15631945	2117
Q29578331	2118
Q1129521	2119
Q2924290	2120
Q975911	2121
Q2280497	2122
Q1164304	2123
Q185270	2124
Q2632776	2125
Q200678	2126
Q8619	2127
Q138345	2128
Q373501	2129
Q316596	2130
Q48976908	2131
Q17068270	2132
Q947549	2133
Q160746	2134
Q7246726	2135
Q79	2136
Q151754	2137
Q5085802	2138
Q5145011	2139
Q18085519	2140
Q5426870	2141
Q4492369	2142
Q7759596	2143
Q5386304	2144
Q10125	2145
Q193661	2146
Q102113	2147
Q2304773	2148
Q1073923	2149
Q128471	2150
Q18534249	2151
Q35332	2152
Q11638963	2153
Q5211371	2154
Q564793	2155
Q23317	2156
Q109858	2157
Q1061437	2158
Q36844	2159
Q32096	2160
Q1957782	2161
Q309063	2162
Q50276507	2163
Q208214	2164
Q42574	2165
Q39072454	2166
Q93165	2167
Q1890301	2168
Q18810940	2169
Q17198340	2170
Q28723576	2171
Q1006865	2172
Q487564	2173
Q5785	2174
Q1026823	2175
Q230045	2176
Q1087457	2177
Q10686	2178
Q984361	2179
Q5757701	2180
Q591678	2181
Q1991889	2182
Q750788	2183
Q3296134	2184
Q3079141	2185
Q6689515	2186
Q93686	2187
Q195760	2188
Q3047116	2189
Q15678788	2190
Q5161167	2191
Q6125032	2192
Q3267790	2193
Q160857	2194
Q448961	2195
Q610463	2196
Q386885	2197
Q3509447	2198
Q578478	2199
Q47195	2200
Q3564777	2201
Q29250	2202
Q5360181	2203
Q16212482	2204
Q3973224	2205
Q1377913	2206
Q946087	2207
Q1443089	2208
Q17042	2209
Q988928	2210
Q903416	2211
Q3320785	2212
Q7186956	2213
Q1285806	2214
Q56276162	2215
Q166419	2216
Q3067058	2217
Q392667	2218
Q848629	2219
Q10853588	2220
Q1526814	2221
Q1420233	2222
Q1522	2223
Q1612	2224
Q20630799	2225
Q419	2226
Q7791637	2227
Q5435752	2228
Q1136525	2229
Q6914625	2230
Q449642	2231
Q363246	2232
Q64	2233
Q1185863	2234
Q602939	2235
Q918151	2236
Q794191	2237
Q1262690	2238
Q14950404	2239
Q5936320	2240
Q244146	2241
Q2117769	2242
Q5146583	2243
Q1470929	2244
Q94689	2245
Q200696	2246
Q5547762	2247
Q151250	2248
Q52286175	2249
Q3897557	2250
Q18688089	2251
Q4599311	2252
Q960872	2253
Q732125	2254
Q49240	2255
Q29179	2256
Q3046048	2257
Q216288	2258
Q108117	2259
Q154882	2260
Q16499788	2261
Q273055	2262
Q627827	2263
Q5476841	2264
Q1899	2265
Q628807	2266
Q746186	2267
Q801	2268
Q5530225	2269
Q21620939	2270
Q83440	2271
Q5756235	2272
Q5574625	2273
Q56876924	2274
Q14436702	2275
Q6794874	2276
Q2627897	2277
Q935105	2278
Q186969	2279
Q10307862	2280
Q3630	2281
Q18511815	2282
Q986548	2283
Q1434127	2284
Q2598396	2285
Q815817	2286
Q464312	2287
Q319740	2288
Q860985	2289
Q56641729	2290
Q6762913	2291
Q7117418	2292
Q11208	2293
Q42418	2294
Q3115193	2295
Q1319610	2296
Q7948816	2297
Q219357	2298
Q19320953	2299
Q5608	2300
Q155700	2301
Q5373339	2302
Q6315685	2303
Q3699031	2304
Q33767	2305
Q6438868	2306
Q465641	2307
Q288938	2308
Q335169	2309
Q127743	2310
Q2827313	2311
Q4910509	2312
Q247420	2313
Q2118348	2314
Q1370207	2315
Q3122786	2316
Q47912	2317
Q16929591	2318
Q3131232	2319
Q127530	2320
Q212421	2321
Q12211810	2322
Q498553	2323
Q967817	2324
Q983986	2325
Q31565	2326
Q1744	2327
Q11116	2328
Q7452402	2329
Q399983	2330
Q5604678	2331
Q180072	2332
Q3876719	2333
Q47273914	2334
Q3476735	2335
Q152220	2336
Q467	2337
Q484544	2338
Q2904131	2339
Q183058	2340
Q185582	2341
Q3413329	2342
Q2066929	2343
Q2167514	2344
Q492318	2345
Q16551	2346
Q201516	2347
Q7949690	2348
Q3021914	2349
Q3721	2350
Q3510308	2351
Q1430068	2352
Q2325625	2353
Q1214	2354
Q56276004	2355
Q6764107	2356
Q1146492	2357
Q461696	2358
Q58024	2359
Q192081	2360
Q678383	2361
Q48282	2362
Q1591172	2363
Q2587004	2364
Q515870	2365
Q16192112	2366
Q17015216	2367
Q6386365	2368
Q1225	2369
Q335680	2370
Q6721718	2371
Q49231	2372
Q472741	2373
Q21096224	2374
Q619829	2375
Q199909	2376
Q192864	2377
Q1568	2378
Q459399	2379
Q830440	2380
Q272160	2381
Q12606	2382
Q4268	2383
Q17109949	2384
Q1321593	2385
Q114466	2386
Q107126	2387
Q170781	2388
Q1056794	2389
Q7260981	2390
Q691912	2391
Q21196617	2392
Q37226	2393
Q458971	2394
Q861556	2395
Q6766465	2396
Q609474	2397
Q2608441	2398
Q13628723	2399
Q6846151	2400
Q1023912	2401
Q558298	2402
Q214126	2403
Q207601	2404
Q29564107	2405
Q21914464	2406
Q7315765	2407
Q1954282	2408
Q3068744	2409
Q7567865	2410
Q7899317	2411
Q766866	2412
Q539509	2413
Q6508632	2414
Q6859054	2415
Q756355	2416
Q459965	2417
Q1190598	2418
Q1142992	2419
Q191719	2420
Q6115063	2421
Q1044544	2422
Q16057833	2423
Q201562	2424
Q473466	2425
Q58333597	2426
Q4647179	2427
Q5020399	2428
Q154454	2429
Q1149781	2430
Q1156329	2431
Q1133834	2432
Q598084	2433
Q6837559	2434
Q12696236	2435
Q2631300	2436
Q15987775	2437
Q3338973	2438
Q3046137	2439
Q13605596	2440
Q510970	2441
Q596139	2442
Q839466	2443
Q55735991	2444
Q55931	2445
Q537679	2446
Q7265240	2447
Q2432630	2448
Q5461218	2449
Q1350854	2450
Q534536	2451
Q5062019	2452
Q230744	2453
Q5551564	2454
Q28131376	2455
Q2614241	2456
Q6868011	2457
Q49274	2458
Q30682397	2459
Q275186	2460
Q5292992	2461
Q7075783	2462
Q5303358	2463
Q1111367	2464
Q983543	2465
Q21620839	2466
Q959443	2467
Q60744579	2468
Q7939200	2469
Q201864	2470
Q985341	2471
Q27941549	2472
Q3640	2473
Q24887436	2474
Q1476484	2475
Q5482337	2476
Q7314642	2477
Q15416	2478
Q524826	2479
Q438416	2480
Q1680136	2481
Q462925	2482
Q7579885	2483
Q2576633	2484
Q28065954	2485
Q738258	2486
Q1500780	2487
Q7972258	2488
Q4705216	2489
Q49259	2490
Q18921708	2491
Q4356161	2492
Q1186905	2493
Q15174	2494
Q43327	2495
Q61989464	2496
Q1759320	2497
Q2414784	2498
Q132345	2499
Q1603	2500
Q192786	2501
Q25339861	2502
Q858082	2503
Q1406	2504
Q622308	2505
Q18712091	2506
Q79990	2507
Q7325	2508
Q664	2509
Q1072763	2510
Q899061	2511
Q490584	2512
Q2241329	2513
Q4412061	2514
Q167498	2515
Q170464	2516
Q60767275	2517
Q54725	2518
Q6980202	2519
Q58416875	2520
Q6303561	2521
Q3856268	2522
Q336286	2523
Q5705	2524
Q23505	2525
Q178882	2526
Q47423	2527
Q489797	2528
Q329816	2529
Q1218	2530
Q4928865	2531
Q58263	2532
Q575689	2533
Q152108	2534
Q157512	2535
Q27611	2536
Q5082747	2537
Q708694	2538
Q222131	2539
Q190348	2540
Q22077803	2541
Q19665978	2542
Q2622812	2543
Q34777	2544
Q79867	2545
Q618278	2546
Q3371760	2547
Q906898	2548
Q13231451	2549
Q7572993	2550
Q7517999	2551
Q1091034	2552
Q7606645	2553
Q6048430	2554
Q2145369	2555
Q27899325	2556
Q4555537	2557
Q27844	2558
Q27840	2559
Q47213	2560
Q910782	2561
Q3026879	2562
Q16234676	2563
Q234544	2564
Q264	2565
Q485558	2566
Q28530590	2567
Q954	2568
Q192	2569
Q612736	2570
Q335017	2571
Q342043	2572
Q84129	2573
Q1230166	2574
Q10132	2575
Q270907	2576
Q51954312	2577
Q6024620	2578
Q17122887	2579
Q3601035	2580
Q131545	2581
Q25859	2582
Q783	2583
Q986528	2584
Q11315	2585
Q7055091	2586
Q1496140	2587
Q976950	2588
Q5386829	2589
Q211236	2590
Q38111	2591
Q7310	2592
Q1182346	2593
Q488690	2594
Q7975236	2595
Q51147	2596
Q7076623	2597
Q249206	2598
Q203263	2599
Q35820	2600
Q2038747	2601
Q1517373	2602
Q621532	2603
Q3808332	2604
Q293343	2605
Q11331506	2606
Q30322415	2607
Q5123536	2608
Q889193	2609
Q5621865	2610
Q499188	2611
Q11409	2612
Q1085	2613
Q569978	2614
Q264748	2615
Q255911	2616
Q866307	2617
Q5468328	2618
Q162202	2619
Q2747893	2620
Q3546346	2621
Q203633	2622
Q189336	2623
Q2408759	2624
Q82518	2625
Q190114	2626
Q61244130	2627
Q871265	2628
Q4171772	2629
Q6841333	2630
Q170606	2631
Q285496	2632
Q2615138	2633
Q27401	2634
Q7889967	2635
Q245724	2636
Q3692	2637
Q484523	2638
Q7320914	2639
Q914884	2640
Q212900	2641
Q962416	2642
Q102870	2643
Q459933	2644
Q18619019	2645
Q3791153	2646
Q2412102	2647
Q1411287	2648
Q16731836	2649
Q694589	2650
Q1284887	2651
Q247	2652
Q1731	2653
Q22034072	2654
Q2813	2655
Q490703	2656
Q774	2657
Q6182718	2658
Q2666591	2659
Q985298	2660
Q271796	2661
Q4819311	2662
Q4791842	2663
Q126793	2664
Q2756206	2665
Q42225228	2666
Q1569280	2667
Q7566626	2668
Q4700576	2669
Q3289528	2670
Q79914	2671
Q94247	2672
Q928223	2673
Q505619	2674
Q246283	2675
Q938876	2676
Q826745	2677
Q63327	2678
Q1753941	2679
Q938687	2680
Q1138590	2681
Q39476	2682
Q220901	2683
Q19877770	2684
Q32024	2685
Q39420	2686
Q19902999	2687
Q649	2688
Q4762474	2689
Q34863	2690
Q5366768	2691
Q1457799	2692
Q173034	2693
Q251039	2694
Q3140	2695
Q2939370	2696
Q18011551	2697
Q68740	2698
Q170649	2699
Q172044	2700
Q483118	2701
Q4726388	2702
Q143782	2703
Q7055921	2704
Q4261179	2705
Q2710052	2706
Q358723	2707
Q23771652	2708
Q1722	2709
Q224	2710
Q131132	2711
Q19770	2712
Q2297417	2713
Q51691	2714
Q49221	2715
Q1594352	2716
Q6498663	2717
Q6181794	2718
Q1658318	2719
Q465633	2720
Q370972	2721
Q153417	2722
Q5365696	2723
Q926404	2724
Q5474595	2725
Q776795	2726
Q178623	2727
Q16302254	2728
Q380127	2729
Q5214072	2730
Q25267	2731
Q5925	2732
Q4881741	2733
Q21462723	2734
Q6837707	2735
Q12198	2736
Q721134	2737
Q19667035	2738
Q963	2739
Q25228	2740
Q39562	2741
Q1189	2742
Q11459	2743
Q6232322	2744
Q255700	2745
Q131036	2746
Q102462	2747
Q7681840	2748
Q210534	2749
Q326804	2750
Q42581	2751
Q7397015	2752
Q368804	2753
Q227129	2754
Q158952	2755
Q16995241	2756
Q7811091	2757
Q34739	2758
Q6179244	2759
Q1837893	2760
Q172030	2761
Q12612	2762
Q437577	2763
Q1741387	2764
Q910677	2765
Q6841610	2766
Q1968	2767
Q1891397	2768
Q18638003	2769
Q138089	2770
Q913243	2771
Q7622249	2772
Q36454	2773
Q145752	2774
Q2962006	2775
Q189471	2776
Q650865	2777
Q28567	2778
Q50425487	2779
Q181114	2780
Q17427	2781
Q18749170	2782
Q16150154	2783
Q37660	2784
Q201653	2785
Q1524	2786
Q1786581	2787
Q2095632	2788
Q7836292	2789
Q5335247	2790
Q6879318	2791
Q22090440	2792
Q524757	2793
Q3082583	2794
Q585571	2795
Q60118	2796
Q32860369	2797
Q973121	2798
Q44467	2799
Q7681721	2800
Q11696	2801
Q6833674	2802
Q16213876	2803
Q7946973	2804
Q18630788	2805
Q1363419	2806
Q62065482	2807
Q7615401	2808
Q7383887	2809
Q525980	2810
Q3535955	2811
Q41583	2812
Q610120	2813
Q6774492	2814
Q49198	2815
Q5161568	2816
Q33486	2817
Q7949496	2818
Q1571768	2819
Q232162	2820
Q41053	2821
Q12638	2822
Q18353760	2823
Q13468437	2824
Q1497094	2825
Q2911280	2826
Q4886804	2827
Q501170	2828
Q7355809	2829
Q2572498	2830
Q174941	2831
Q3043497	2832
Q5108521	2833
Q28848	2834
Q653772	2835
Q54958752	2836
Q127552	2837
Q367466	2838
Q26678	2839
Q131206	2840
Q9366	2841
Q530970	2842
Q139901	2843
Q647516	2844
Q22673974	2845
Q199801	2846
Q159893	2847
Q178543	2848
Q1489	2849
Q918596	2850
Q6827329	2851
Q17232663	2852
Q294696	2853
Q614768	2854
Q1785956	2855
Q1468221	2856
Q2453609	2857
Q7539688	2858
Q7102943	2859
Q56279443	2860
Q22908	2861
Q614394	2862
Q2761505	2863
Q34106	2864
Q1820380	2865
Q311280	2866
Q15012236	2867
Q1693680	2868
Q311374	2869
Q2806736	2870
Q179414	2871
Q885856	2872
Q13184	2873
Q76409	2874
Q263670	2875
Q6846284	2876
Q2323139	2877
Q422917	2878
Q190067	2879
Q2537149	2880
Q5465347	2881
Q490065	2882
Q1236521	2883
Q7952309	2884
Q3263896	2885
Q54240	2886
Q935157	2887
Q842793	2888
Q294721	2889
Q13580495	2890
Q3509428	2891
Q1101080	2892
Q30324002	2893
Q4955845	2894
Q212405	2895
Q36949	2896
Q420953	2897
Q55513046	2898
Q28324946	2899
Q2430250	2900
Q1522620	2901
Q156537	2902
Q398141	2903
Q919197	2904
Q1244034	2905
Q1233873	2906
Q725373	2907
Q7199341	2908
Q1193470	2909
Q1059534	2910
Q571536	2911
Q29342	2912
Q4933485	2913
Q11463	2914
Q204357	2915
Q956568	2916
Q15059449	2917
Q49222	2918
Q174144	2919
Q37937	2920
Q32045	2921
Q42429771	2922
Q1437261	2923
Q594428	2924
Q755999	2925
Q59656135	2926
Q2274414	2927
Q1639178	2928
Q1953422	2929
Q155629	2930
Q17097207	2931
Q2271796	2932
Q1210069	2933
Q4973038	2934
Q837137	2935
Q507943	2936
Q864338	2937
Q15787	2938
Q24248265	2939
Q853552	2940
Q847596	2941
Q994999	2942
Q505557	2943
Q4975892	2944
Q7614435	2945
Q6584	2946
Q1018680	2947
Q57912689	2948
Q5112179	2949
Q4963341	2950
Q206464	2951
Q58974788	2952
Q1472358	2953
Q83270	2954
Q14951064	2955
Q217583	2956
Q16996809	2957
Q948043	2958
Q30634329	2959
Q17042582	2960
Q543127	2961
Q188515	2962
Q7887340	2963
Q215601	2964
Q692	2965
Q4679786	2966
Q1567768	2967
Q3596	2968
Q164746	2969
Q2933940	2970
Q936768	2971
Q3023375	2972
Q5446871	2973
Q7111931	2974
Q984377	2975
Q491540	2976
Q20970716	2977
Q3958733	2978
Q333718	2979
Q39372	2980
Q7567226	2981
Q468557	2982
Q56809234	2983
Q49179	2984
Q508288	2985
Q7958009	2986
Q128738	2987
Q204627	2988
Q1465192	2989
Q2593221	2990
Q792	2991
Q246992	2992
Q6387	2993
Q11000047	2994
Q41142	2995
Q16235747	2996
Q685723	2997
Q2002085	2998
Q22080720	2999
Q412563	3000
Q1461076	3001
Q6390103	3002
Q7573570	3003
Q7939	3004
Q98	3005
Q55239340	3006
Q2920378	3007
Q600761	3008
Q488517	3009
Q2532883	3010
Q545449	3011
Q1088533	3012
Q1364121	3013
Q459409	3014
Q6580207	3015
Q559076	3016
Q43196	3017
Q44479972	3018
Q1136	3019
Q24039903	3020
Q450675	3021
Q192707	3022
Q38216	3023
Q38726	3024
Q2450137	3025
Q34804	3026
Q3087003	3027
Q3108980	3028
Q12241709	3029
Q332448	3030
Q5812	3031
Q41520	3032
Q487988	3033
Q47128	3034
Q1653073	3035
Q7694001	3036
Q6159936	3037
Q664609	3038
Q2895987	3039
Q58008365	3040
Q3497291	3041
Q2927468	3042
Q629269	3043
Q4856439	3044
Q109926	3045
Q9616	3046
Q1163166	3047
Q750254	3048
Q1030044	3049
Q428688	3050
Q180942	3051
Q658789	3052
Q222047	3053
Q1166157	3054
Q36301	3055
Q429687	3056
Q1470027	3057
Q8026410	3058
Q1567585	3059
Q11796413	3060
Q1411810	3061
Q7887327	3062
Q2427857	3063
Q1531970	3064
Q592576	3065
Q6789374	3066
Q2630118	3067
Q5034183	3068
Q7815723	3069
Q3326026	3070
Q7320964	3071
Q983779	3072
Q6064647	3073
Q487977	3074
Q1003649	3075
Q3564634	3076
Q834834	3077
Q884557	3078
Q381203	3079
Q4381750	3080
Q7093850	3081
Q12136	3082
Q3492300	3083
Q62766	3084
Q3648979	3085
Q6096	3086
Q21637	3087
Q182442	3088
Q2590440	3089
Q16751753	3090
Q8002987	3091
Q7566583	3092
Q210172	3093
Q501476	3094
Q3943067	3095
Q11231	3096
Q41548	3097
Q1311064	3098
Q59626	3099
Q40347	3100
Q4908389	3101
Q7356810	3102
Q37043	3103
Q21590660	3104
Q1811285	3105
Q65358	3106
Q22005681	3107
Q5386483	3108
Q16235289	3109
Q18387563	3110
Q49001	3111
Q18355750	3112
Q7085404	3113
Q1640569	3114
Q1137287	3115
Q181157	3116
Q5411583	3117
Q673281	3118
Q17957	3119
Q3124856	3120
Q19663167	3121
Q1192962	3122
Q49220	3123
Q20650518	3124
Q2341939	3125
Q1320403	3126
Q1450606	3127
Q44687	3128
Q1047687	3129
Q3186534	3130
Q2843044	3131
Q1371	3132
Q272220	3133
Q2088302	3134
Q314712	3135
Q897000	3136
Q30055	3137
Q62288	3138
Q35041	3139
Q8007048	3140
Q5463	3141
Q19793652	3142
Q4963763	3143
Q1783178	3144
Q399541	3145
Q6334376	3146
Q7252470	3147
Q1902109	3148
Q590643	3149
Q1084919	3150
Q1786588	3151
Q1136764	3152
Q913861	3153
Q863050	3154
Q420962	3155
Q1985380	3156
Q6848213	3157
Q364812	3158
Q83468	3159
Q179157	3160
Q235252	3161
Q482964	3162
Q211770	3163
Q431060	3164
Q5207523	3165
Q4491	3166
Q705419	3167
Q3567653	3168
Q315796	3169
Q172339	3170
Q56087018	3171
Q950413	3172
Q3785797	3173
Q4971948	3174
Q4905973	3175
Q984336	3176
Q55800	3177
Q5767365	3178
Q267902	3179
Q7816168	3180
Q2615493	3181
Q30122187	3182
Q1269448	3183
Q5569993	3184
Q2923029	3185
Q1247561	3186
Q4639456	3187
Q201820	3188
Q7949407	3189
Q220505	3190
Q995043	3191
Q1140873	3192
Q328941	3193
Q1650454	3194
Q208652	3195
Q188143	3196
Q16235301	3197
Q3738021	3198
Q723762	3199
Q17400785	3200
Q229230	3201
Q47899	3202
Q25936414	3203
Q11704	3204
Q270952	3205
Q372311	3206
Q388605	3207
Q334113	3208
Q33240	3209
Q41466	3210
Q17385566	3211
Q65122318	3212
Q5433004	3213
Q985301	3214
Q687900	3215
Q253476	3216
Q17085505	3217
Q366044	3218
Q34424	3219
Q20204363	3220
Q5461626	3221
Q501043	3222
Q494556	3223
Q746968	3224
Q21620665	3225
Q5106800	3226
Q14950297	3227
Q3810322	3228
Q550687	3229
Q599820	3230
Q662814	3231
Q47504984	3232
Q1552113	3233
Q485186	3234
Q919527	3235
Q3324221	3236
Q2569123	3237
Q7098695	3238
Q3241072	3239
Q218295	3240
Q81079	3241
Q746424	3242
Q7866357	3243
Q51689	3244
Q1460703	3245
Q2972711	3246
Q2094177	3247
Q174599	3248
Q24399	3249
Q49140	3250
Q3133007	3251
Q169946	3252
Q2964646	3253
Q5465	3254
Q1364348	3255
Q21812812	3256
Q597281	3257
Q6694240	3258
Q8032	3259
Q1972120	3260
Q6107	3261
Q6744306	3262
Q1858	3263
Q50591793	3264
Q123199	3265
Q5605224	3266
Q1767336	3267
Q980428	3268
Q21707777	3269
Q158818	3270
Q22649	3271
Q40907	3272
Q6375858	3273
Q4911497	3274
Q331742	3275
Q34490	3276
Q7567249	3277
Q1243	3278
Q582159	3279
Q5243793	3280
Q58009209	3281
Q499178	3282
Q771404	3283
Q166302	3284
Q636791	3285
Q1319697	3286
Q28104155	3287
Q11209	3288
Q18165616	3289
Q6918147	3290
Q2984465	3291
Q409230	3292
Q5519956	3293
Q862711	3294
Q2028183	3295
Q550258	3296
Q1131462	3297
Q3105192	3298
Q232708	3299
Q2029146	3300
Q19876954	3301
Q489873	3302
Q7567938	3303
Q3115816	3304
Q7954972	3305
Q5348121	3306
Q976490	3307
Q2407584	3308
Q111729	3309
Q14834367	3310
Q231233	3311
Q5457554	3312
Q2501621	3313
Q7082342	3314
Q284868	3315
Q17125263	3316
Q762	3317
Q49108	3318
Q40890720	3319
Q189074	3320
Q1072363	3321
Q4616	3322
Q42786	3323
Q303	3324
Q706227	3325
Q425586	3326
Q731271	3327
Q927243	3328
Q452532	3329
Q1111640	3330
Q275623	3331
Q49229	3332
Q7590391	3333
Q513905	3334
Q1904594	3335
Q19686	3336
Q50296394	3337
Q13462819	3338
Q1083295	3339
Q6372315	3340
Q4758911	3341
Q20716	3342
Q2914808	3343
Q8021836	3344
Q586119	3345
Q746448	3346
Q6669880	3347
Q55642514	3348
Q3658756	3349
Q1397976	3350
Q940215	3351
Q491516	3352
Q3453830	3353
Q215616	3354
Q493518	3355
Q372454	3356
Q16552	3357
Q16739	3358
Q813782	3359
Q35886	3360
Q82496	3361
Q440324	3362
Q1449	3363
Q142393	3364
Q2807	3365
Q16957984	3366
Q2517403	3367
Q463345	3368
Q921030	3369
Q15267489	3370
Q6397568	3371
Q3095511	3372
Q54066	3373
Q4788254	3374
Q1691492	3375
Q60021939	3376
Q1018262	3377
Q12091191	3378
Q7535646	3379
Q2632	3380
Q2599	3381
Q234606	3382
Q351092	3383
Q1372040	3384
Q20979305	3385
Q113631	3386
Q466786	3387
Q51337307	3388
Q8021424	3389
Q953918	3390
Q3629935	3391
Q2699194	3392
Q3017652	3393
Q150463	3394
Q800	3395
Q22096477	3396
Q6952311	3397
Q495310	3398
Q2855502	3399
Q7287916	3400
Q878942	3401
Q180432	3402
Q24809707	3403
Q892	3404
Q1003256	3405
Q110000	3406
Q211374	3407
Q3493922	3408
Q308966	3409
Q631066	3410
Q555	3411
Q814819	3412
Q79407	3413
Q7056321	3414
Q5226605	3415
Q3814368	3416
Q377287	3417
Q410422	3418
Q22656	3419
Q145168	3420
Q5451549	3421
Q7593987	3422
Q51682	3423
Q5557977	3424
Q368127	3425
Q193199	3426
Q235132	3427
Q878	3428
Q1049334	3429
Q162959	3430
Q229050	3431
Q23058648	3432
Q193023	3433
Q207965	3434
Q122020	3435
Q1133638	3436
Q16845046	3437
Q41173	3438
Q131324	3439
Q7306553	3440
Q22237	3441
Q1813203	3442
Q963007	3443
